x	y	label
0.996750694	0.572841457	a
0.943099047	0.878339768	a
0.990391975	0.721225423	a
0.995971286	0.590438349	a
0.976411862	0.771299276	a
0.875917243	0.983072081	a
0.99527535	0.624795373	a
0.993392219	0.653012082	a
0.995685582	0.60553484	a
0.859672722	0.997622732	a
0.990391975	0.721225423	a
0.99739926	0.554908226	a
0.997476345	0.548023547	a
0.996565384	0.581338275	a
0.99739926	0.554908226	a
0.995971286	0.590438349	a
0.997203497	0.562420881	a
0.899477886	0.957641343	a
0.995685582	0.60553484	a
0.99527535	0.624795373	a
0.997336998	0.556088183	a
0.900682477	0.955856356	a
0.915216147	0.935316019	a
0.925227035	0.906690483	a
0.978455676	0.76616073	a
0.995685582	0.60553484	a
0.990391975	0.721225423	a
0.968859049	0.792211002	a
0.99527535	0.624795373	a
0.997476345	0.548023547	a
0.997203497	0.562420881	a
0.995971286	0.590438349	a
0.90161144	0.953240262	a
0.99527535	0.624795373	a
0.997772662	0.542265359	a
0.997336998	0.556088183	a
0.974860097	0.775273051	a
0.963767958	0.803950608	a
0.991817894	0.69856477	a
0.997476345	0.548023547	a
0.990391975	0.721225423	a
0.864920167	0.995937138	a
0.906351825	0.948984771	a
0.997476345	0.548023547	a
0.990391975	0.721225423	a
0.992488962	0.697402851	a
0.996750694	0.572841457	a
0.99777332	0.535666421	a
0.99527535	0.624795373	a
0.991817894	0.69856477	a
0.981556889	0.761802252	a
0.977946377	0.76872054	a
0.981539368	0.761837534	a
0.860009137	0.996936616	a
0.995971286	0.590438349	a
0.988189742	0.747244641	a
0.995971286	0.590438349	a
0.997203497	0.562420881	a
0.990391975	0.721225423	a
0.993392219	0.653012082	a
0.99527535	0.624795373	a
0.996989445	0.5694215	a
0.99777332	0.535666421	a
0.996750694	0.572841457	a
0.991817894	0.69856477	a
0.96224961	0.816453781	a
0.99527535	0.624795373	a
0.990391975	0.721225423	a
0.980069003	0.763332905	a
0.996565384	0.581338275	a
0.99777332	0.535666421	a
0.986456791	0.752034643	a
0.993392219	0.653012082	a
0.995685582	0.60553484	a
0.997065802	0.563265537	a
0.99777332	0.535666421	a
0.990391975	0.721225423	a
0.997476345	0.548023547	a
0.916412038	0.934253034	a
0.991817894	0.69856477	a
0.985983332	0.754389202	a
0.995685582	0.60553484	a
0.993392219	0.653012082	a
0.990391975	0.721225423	a
0.995971286	0.590438349	a
0.973296736	0.779296498	a
0.991817894	0.69856477	a
0.995685582	0.60553484	a
0.996565384	0.581338275	a
0.997476345	0.548023547	a
0.871970186	0.99024668	a
0.996750694	0.572841457	a
0.879251838	0.982245641	a
0.993392219	0.653012082	a
0.99777332	0.535666421	a
0.974322968	0.777166347	a
0.99527535	0.624795373	a
0.997476345	0.548023547	a
0.990391975	0.721225423	a
0.991817894	0.69856477	a
0.997772662	0.542265359	a
0.954325475	0.838310483	a
0.996750694	0.572841457	a
0.996565384	0.581338275	a

