x	y	label
0.982324059	0.329097825	a
0.984339934	0.303088072	a
0.715382256	0.985406318	a
0.892158495	0.69661219	a
0.89075574	0.70150028	a
0.819942448	0.878634049	a
0.776707955	0.94145004	a
0.623367299	0.999566212	a
0.900031297	0.66859445	a
0.805195369	0.904040731	a
0.985747244	0.281990729	a
0.983336662	0.318488975	a
0.760619383	0.959879673	a
0.951624921	0.482567277	a
0.805756887	0.903929941	a
0.986912352	0.277208191	a
0.700901141	0.991185277	a
0.748752582	0.970310866	a
0.794519885	0.914824105	a
0.78171314	0.936396272	a
0.978973836	0.356555104	a
0.947957047	0.489984933	a
0.828312645	0.866313317	a
0.98679192	0.280604466	a
0.942144831	0.509307169	a
0.735329753	0.977528956	a
0.913932631	0.612142532	a
0.983995165	0.307706946	a
0.859461182	0.793404979	a
0.98679192	0.280604466	a
0.837569163	0.842533229	a
0.758070729	0.960609654	a
0.917821186	0.598785515	a
0.985644242	0.283054684	a
0.806236183	0.901273727	a
0.659342646	0.998594503	a
0.733870305	0.979415657	a
0.870088607	0.761318073	a
0.962005271	0.443214634	a
0.950429639	0.484771005	a
0.681381274	0.995430242	a
0.897543866	0.672538865	a
0.985607413	0.283055967	a
0.956148822	0.472287049	a
0.986820374	0.277877636	a
0.873277483	0.749850318	a
0.641596965	0.999352969	a
0.919984443	0.592397921	a
0.960335261	0.447456009	a
0.984851164	0.286364197	a
0.694102818	0.993380962	a
0.854926886	0.803291083	a
0.970551574	0.411304003	a
0.891084533	0.699257303	a
0.941350234	0.514512433	a
0.946532929	0.496235177	a
0.695660788	0.993059296	a
0.94381597	0.502151081	a
0.734193202	0.97802181	a
0.866763917	0.768094669	a
0.877155962	0.741488459	a
0.983336662	0.318488975	a
0.79387318	0.921932096	a
0.841910223	0.829526459	a
0.789564965	0.925836662	a
0.953807767	0.47323267	a
0.939811636	0.517290861	a
0.7830696	0.936276282	a
0.986820374	0.277877636	a
0.863429905	0.78406334	a
0.883423637	0.725530498	a
0.708807757	0.986470364	a
0.986360666	0.280610009	a
0.887999083	0.706442884	a
0.727964149	0.981389823	a
0.739564993	0.970886113	a
0.846137207	0.821351937	a
0.964951667	0.434508424	a
0.857481257	0.796806793	a
0.855967586	0.797876962	a
0.91631865	0.60598018	a
0.904672239	0.648945959	a
0.974488636	0.398353861	a
0.917063405	0.600402048	a
0.986820374	0.277877636	a
0.986912352	0.277208191	a
0.841734157	0.830324975	a
0.986360666	0.280610009	a
0.952245538	0.474359526	a
0.739405088	0.975325159	a
0.889559061	0.701515789	a
0.775021993	0.945634478	a
0.911920497	0.624640346	a
0.885204738	0.71818762	a
0.902396985	0.660418867	a
0.986912352	0.277208191	a
0.669108903	0.997073267	a
0.642578158	0.999242806	a
0.841553529	0.831630566	a
0.767558903	0.953295874	a
0.685799502	0.993561334	a
0.98679192	0.280604466	a
0.895631147	0.687849697	a
0.984471506	0.299421226	a
0.984618085	0.288755494	a
0.986360666	0.280610009	a
0.837791119	0.840495687	a
0.950314643	0.489104194	a
0.749786582	0.964891303	a
0.716192407	0.983007312	a
0.648843633	0.998727884	a
0.98679192	0.280604466	a
0.936150134	0.531335379	a
0.908823986	0.634648809	a
0.96988731	0.413544603	a
0.770670216	0.949485481	a
0.939187537	0.518611451	a
0.814770688	0.892081024	a
0.848371088	0.819957995	a
0.955377298	0.472960553	a
0.877504821	0.738026251	a
0.986820374	0.277877636	a
0.708473768	0.989317154	a
0.980336874	0.33766393	a
0.984851164	0.286364197	a
0.985600089	0.285399622	a
0.939827376	0.514719645	a
0.985644242	0.283054684	a
0.977713491	0.37838788	a
0.924116959	0.582284112	a
0.8028873	0.906751863	a
0.909719097	0.631320303	a
0.893327571	0.688420919	a
0.760174077	0.96016556	a
0.960512868	0.44595499	a
0.96894085	0.431013774	a
0.854368419	0.805906046	a
0.9580843	0.455905546	a
0.710653903	0.985476533	a
0.784260398	0.93526114	a
0.938463116	0.518761891	a
0.94487087	0.502092999	a
0.974873816	0.392540865	a
0.862396601	0.785729622	a
0.941666015	0.511116941	a
0.98679192	0.280604466	a
0.802569895	0.911133809	a
0.98679192	0.280604466	a
0.876565775	0.743940227	a
0.932885497	0.544170614	a
0.983336662	0.318488975	a
0.976749096	0.38432042	a
0.986820374	0.277877636	a
0.675421153	0.99559637	a
0.798883142	0.912272071	a
0.937302031	0.526630241	a
0.792420464	0.924563003	a
0.869079199	0.762332409	a
0.922451469	0.582941393	a
0.98679192	0.280604466	a
0.945232684	0.500610255	a
0.918777007	0.594611682	a
0.87142934	0.759297268	a
0.908486172	0.635509369	a
0.905588555	0.647577781	a
0.964206002	0.439982447	a
0.913715246	0.612178759	a
0.851355768	0.811338526	a
0.887169517	0.71125526	a
0.943364264	0.504529624	a
0.929548548	0.555009704	a
0.953606553	0.473902199	a
0.933136409	0.535537304	a
0.665091567	0.997793233	a
0.850797093	0.812034533	a
0.684536097	0.995193247	a
0.986820374	0.277877636	a
0.765297486	0.956345132	a
0.914880842	0.612116734	a
0.847719469	0.820707514	a
0.942697741	0.506959917	a
0.781412134	0.938299172	a
0.72088882	0.981464312	a
