x;y;clip;entropia;nombre;dominado;nrocorrida;ssim;id
2;14;5,46293847988018;7,02003856820861;3715982_IJMPO-34-47-g001;N;13;0,738026251033866;12075
22;2;0;7,89456299290598;3715982_IJMPO-34-47-g001;N;13;0,277877636481366;12078
10;2;0,546533166997946;5,66779014268573;3715982_IJMPO-34-47-g001;N;13;0,9893171543971;12084
12;2;50,8741573938061;7,84269498955824;3715982_IJMPO-34-47-g001;N;17;0,337663930215824;12088
9;2;128;7,87880931100609;3715982_IJMPO-34-47-g001;N;17;0,28636419745181;12118
16;2;116,759230345243;7,88480071099911;3715982_IJMPO-34-47-g001;N;17;0,285399622132905;12122
44;2;13,2588702862807;7,51861901118676;3715982_IJMPO-34-47-g001;N;17;0,514719645258642;12128
16;2;128;7,88515393709149;3715982_IJMPO-34-47-g001;N;20;0,283054684214226;12137
13;2;34,2110027557073;7,82170792445231;3715982_IJMPO-34-47-g001;N;20;0,378387879694749;12140
8;2;10,0845395339045;7,39293567117206;3715982_IJMPO-34-47-g001;N;20;0,582284111602789;12141
43;2;2,15396146255028;6,4230984016544;3715982_IJMPO-34-47-g001;N;20;0,906751862683746;12148
23;2;8,13409942900321;7,27775277684275;3715982_IJMPO-34-47-g001;N;20;0,631320303099536;12154
27;2;6,46592374775915;7,14662056719379;3715982_IJMPO-34-47-g001;N;20;0,688420918581144;12167
7;2;1,24822772177306;6,08139261248219;3715982_IJMPO-34-47-g001;N;20;0,960165560219722;12174
45;2;19,4242954026098;7,68410294608821;3715982_IJMPO-34-47-g001;N;12;0,445954989918365;12178
14;2;22,5282340898033;7,75152680251524;3715982_IJMPO-34-47-g001;N;12;0,431013774412461;12180
16;2;3,90171025979092;6,83494735234752;3715982_IJMPO-34-47-g001;N;12;0,805906045956162;12191
50;2;18,1747080511835;7,66467439975726;3715982_IJMPO-34-47-g001;N;12;0,455905545602113;12192
2;10;0,698916205540094;5,68523122238899;3715982_IJMPO-34-47-g001;N;12;0,985476533143963;12193
20;2;1,63727662952149;6,27408318600257;3715982_IJMPO-34-47-g001;N;12;0,935261140285812;12195
44;2;13,0019861947441;7,50770492423821;3715982_IJMPO-34-47-g001;N;12;0,518761891246669;12197
30;2;14,2693416479476;7,55896696219958;3715982_IJMPO-34-47-g001;N;12;0,502092998611198;12200
17;2;30,3046442052037;7,79899053133261;3715982_IJMPO-34-47-g001;N;12;0,392540865250317;12207
18;2;4,29133876090631;6,89917280856993;3715982_IJMPO-34-47-g001;N;12;0,785729621862125;12211
46;2;13,5217924570238;7,53332811687842;3715982_IJMPO-34-47-g001;N;12;0,511116941437989;12218
14;2;0;7,89433536090172;3715982_IJMPO-34-47-g001;N;12;0,280604466340518;12221
12;2;2,08003731092403;6,42055916310612;3715982_IJMPO-34-47-g001;N;12;0,911133809079672;12224
14;2;0;7,89433536090172;3715982_IJMPO-34-47-g001;N;23;0,280604466340518;12244
20;2;5,16462940082798;7,01252619942215;3715982_IJMPO-34-47-g001;N;23;0,7439402269346;12247
59;2;11,5742359262203;7,46308397960883;3715982_IJMPO-34-47-g001;N;23;0,544170613949913;12251
10;2;64;7,86669329327902;3715982_IJMPO-34-47-g001;N;23;0,318488975275391;12256
7;2;32,6298867748504;7,81399277100367;3715982_IJMPO-34-47-g001;N;23;0,38432042046003;12258
22;2;0;7,89456299290598;3715982_IJMPO-34-47-g001;N;23;0,277877636481366;12260
13;2;0,299333926156351;5,40336922761016;3715982_IJMPO-34-47-g001;N;23;0,995596369587651;12262
44;2;2,01807664412623;6,3910651374926;3715982_IJMPO-34-47-g001;N;23;0,912272070667647;12271
51;2;12,5192561576887;7,49841625157623;3715982_IJMPO-34-47-g001;N;24;0,526630241359511;12279
8;2;1,87756912140273;6,33936370903035;3715982_IJMPO-34-47-g001;N;24;0,92456300332707;12295
20;2;4,76148174892502;6,95263358825325;3715982_IJMPO-34-47-g001;N;24;0,762332409143715;12301
35;2;9,90044759894786;7,37961174865739;3715982_IJMPO-34-47-g001;N;24;0,582941392525834;12302
14;2;0;7,89433536090172;3715982_IJMPO-34-47-g001;N;24;0,280604466340518;12308
27;2;14,3745129791923;7,56186147176563;3715982_IJMPO-34-47-g001;N;24;0,500610255018782;12309
36;2;9,45197107013534;7,35021605715311;3715982_IJMPO-34-47-g001;N;24;0,594611682421882;12310
21;2;4,81048644925797;6,97143471974829;3715982_IJMPO-34-47-g001;N;24;0,759297268065052;12313
28;2;7,99538944172556;7,2678893720587;3715982_IJMPO-34-47-g001;N;24;0,635509369320436;12318
26;2;7,60794783117947;7,24470843917298;3715982_IJMPO-34-47-g001;N;24;0,647577781263551;12319
23;2;20,7130477714248;7,71364801371935;3715982_IJMPO-34-47-g001;N;24;0,439982446628395;12321
51;2;8,70348805775907;7,30972197045144;3715982_IJMPO-34-47-g001;N;30;0,61217875874077;12337
21;2;3,78941924457811;6,81084614340567;3715982_IJMPO-34-47-g001;N;30;0,811338525553932;12345
26;2;5,86349638538847;7,09735613937977;3715982_IJMPO-34-47-g001;N;30;0,711255259546775;12346
65;2;13,8216427392619;7,54691411052494;3715982_IJMPO-34-47-g001;N;30;0,504529623696456;12347
51;2;11,0691401201901;7,43638838259472;3715982_IJMPO-34-47-g001;N;30;0,555009703811726;12352
44;2;16,3561565080056;7,62885242454539;3715982_IJMPO-34-47-g001;N;30;0,473902198701252;12365
94;2;11,9315435811372;7,46509127214456;3715982_IJMPO-34-47-g001;N;30;0,535537304294522;12371
2;2;0,218673493040995;5,32073253602214;3715982_IJMPO-34-47-g001;N;30;0,997793232960727;12372
32;2;3,78284544178604;6,80637674224977;3715982_IJMPO-34-47-g001;N;28;0,812034532601299;12381
3;2;0,348370322837297;5,47628877935193;3715982_IJMPO-34-47-g001;N;28;0,995193246814086;12386
22;2;0;7,89456299290598;3715982_IJMPO-34-47-g001;N;28;0,277877636481366;12395
8;2;1,29306767416853;6,1223798846079;3715982_IJMPO-34-47-g001;N;28;0,956345132097811;12400
30;2;8,80758917959474;7,31904673689745;3715982_IJMPO-34-47-g001;N;28;0,612116733648249;12401
18;2;3,64351568317171;6,78175575064362;3715982_IJMPO-34-47-g001;N;28;0,820707513826658;12404
67;2;13,6281922488878;7,54158192419086;3715982_IJMPO-34-47-g001;N;28;0,50695991721711;12408
9;2;1,62511450535921;6,25129707524368;3715982_IJMPO-34-47-g001;N;28;0,938299172119697;12411
3;2;0,789237624330028;5,7671105575061;3715982_IJMPO-34-47-g001;N;28;0,981464312096897;12415
12;2;3,12291337427338;6,67705255331207;3715982_IJMPO-34-47-g001;N;28;0,851234034671598;12422
25;2;7,16754449721618;7,20148550351312;3715982_IJMPO-34-47-g001;N;28;0,663542299975015;12423
28;2;91,3076587054592;7,87686538934508;3715982_IJMPO-34-47-g001;N;25;0,291837853611128;12424
31;2;5,82419390121157;7,08807960003172;3715982_IJMPO-34-47-g001;N;25;0,714088118241219;12442
16;2;0,862112990286647;5,88550211669301;3715982_IJMPO-34-47-g001;N;25;0,976314173952108;12443
17;2;2,38127924057493;6,50491786502316;3715982_IJMPO-34-47-g001;N;25;0,89390290558065;12446
2;14;1,04208013661157;5,91605637662341;3715982_IJMPO-34-47-g001;N;25;0,971480121889299;12453
41;2;11,6262904618936;7,45644921197442;3715982_IJMPO-34-47-g001;N;25;0,544328847200895;12459
10;2;64;7,86669329327902;3715982_IJMPO-34-47-g001;N;25;0,318488975275391;12463
26;2;4,49364260451751;6,92778532311945;3715982_IJMPO-34-47-g001;N;25;0,775535540338092;12464
25;2;6,00855574562384;7,10790285003033;3715982_IJMPO-34-47-g001;N;21;0,706100733101313;12476
19;2;10,2709766726018;7,41343981672084;3715982_IJMPO-34-47-g001;N;21;0,574509182299172;12480
22;2;103,687686129502;7,87751204099307;3715982_IJMPO-34-47-g001;N;21;0,288164579326532;12485
18;2;21,7321311534086;7,73572254206219;3715982_IJMPO-34-47-g001;N;21;0,434081325575193;12490
53;2;16,1274944199183;7,61353590390505;3715982_IJMPO-34-47-g001;N;21;0,475798451722545;12493
18;2;4,13437873813228;6,87009011676729;3715982_IJMPO-34-47-g001;N;21;0,793996514207024;12494
17;2;3,31479109807611;6,71813287516915;3715982_IJMPO-34-47-g001;N;21;0,83997392855481;12495
11;2;1,4224423050799;6,17348323434669;3715982_IJMPO-34-47-g001;N;21;0,94880791377858;12496
34;2;10,841321610282;7,42127348242472;3715982_IJMPO-34-47-g001;N;21;0,561352115853167;12501
2;10;3,15472666584338;6,64788227505792;3715982_IJMPO-34-47-g001;N;29;0,853237567914137;12515
29;2;106,612320434873;7,88289647832374;3715982_IJMPO-34-47-g001;N;29;0,28564697271888;12517
22;2;0;7,89456299290598;3715982_IJMPO-34-47-g001;N;29;0,277877636481366;12525
25;2;6,67447475125137;7,17501421745228;3715982_IJMPO-34-47-g001;N;27;0,680841879389808;12565
51;2;10,5949523008768;7,41816738986885;3715982_IJMPO-34-47-g001;N;27;0,564455305080535;12575
63;2;11,4245434661877;7,45273989591578;3715982_IJMPO-34-47-g001;N;27;0,547169327942312;12585
16;2;3,51383664678187;6,75580450293469;3715982_IJMPO-34-47-g001;N;27;0,827552222031258;12592
45;2;12,958653202904;7,50731659236629;3715982_IJMPO-34-47-g001;N;27;0,519655372397611;12597
16;2;128;7,88515393709149;3715982_IJMPO-34-47-g001;N;26;0,283054684214226;12607
21;2;128;7,88597794902212;3715982_IJMPO-34-47-g001;N;26;0,281990728998946;12610
36;2;1,55891382421898;6,22672032605153;3715982_IJMPO-34-47-g001;N;26;0,940740693248825;12615
31;2;11,3210846166601;7,44670664643472;3715982_IJMPO-34-47-g001;N;26;0,551878616521107;12627
18;2;4,37242742735863;6,90801813594005;3715982_IJMPO-34-47-g001;N;26;0,781062356568884;12632
12;2;0;7,89088532779628;3715982_IJMPO-34-47-g001;N;22;0,280610008740573;12653
32;2;14,6735568347455;7,57875091164103;3715982_IJMPO-34-47-g001;N;22;0,496229381633225;12658
16;2;7,33678748721845;7,23622462142792;3715982_IJMPO-34-47-g001;N;22;0,656586450745675;12674
17;2;2,8269255148333;6,60796257490777;3715982_IJMPO-34-47-g001;N;22;0,867843792503386;12681
25;2;5,04435708973756;7,00290055805123;3715982_IJMPO-34-47-g001;N;22;0,748336065022386;12685
21;2;128;7,88597794902212;3715982_IJMPO-34-47-g001;N;22;0,281990728998946;12687
30;2;5,45992955198229;7,03640222681005;3715982_IJMPO-34-47-g001;N;22;0,730743045739508;12691
2;10;0,281412450054489;5,37603404711417;3715982_IJMPO-34-47-g001;N;22;0,996191964823988;12695
125;2;38,5656360937813;7,80499236794183;3715982_IJMPO-34-47-g001;S;3;0,352822059106987;11366
2;37;6,28694808509128;7,05419681088815;3715982_IJMPO-34-47-g001;S;3;0,704741847479847;11367
13;2;0;7,88526360587858;3715982_IJMPO-34-47-g001;S;3;0,28080039934153;11369
8;2;5,2077024387286;6,98421981731745;3715982_IJMPO-34-47-g001;S;3;0,744461298757969;11370
2;252;10,7028424619728;7,33688689930169;3715982_IJMPO-34-47-g001;S;3;0,554913016378742;11371
202;2;3,04400794723311;6,64093822705427;3715982_IJMPO-34-47-g001;S;3;0,841299811688324;11372
98;2;20,9674345073145;7,70242883006836;3715982_IJMPO-34-47-g001;S;3;0,429073983728763;11373
403;2;10,2850404647808;7,36866544689891;3715982_IJMPO-34-47-g001;S;3;0,551051172405503;11374
2;25;3,77316047895403;6,74641516057523;3715982_IJMPO-34-47-g001;S;3;0,819389741441696;11375
18;2;128;7,87877621508187;3715982_IJMPO-34-47-g001;S;3;0,283134551031435;11376
98;2;27,8593481428182;7,77430664663297;3715982_IJMPO-34-47-g001;S;3;0,392365936746987;11377
28;2;4,33526248230119;6,89063618120907;3715982_IJMPO-34-47-g001;S;3;0,78411548823644;11379
2;127;0,87527789009161;5,80240983802666;3715982_IJMPO-34-47-g001;S;3;0,968412411507539;11380
20;2;0;7,89319128566052;3715982_IJMPO-34-47-g001;S;3;0,27804057801623;11381
101;2;30,5058194389707;7,78506787218824;3715982_IJMPO-34-47-g001;S;3;0,379115728445481;11382
2;252;11,7929775362401;7,38185702513439;3715982_IJMPO-34-47-g001;S;3;0,533967830005299;11383
10;5;1,23984518811656;5,81081937979582;3715982_IJMPO-34-47-g001;S;3;0,962359860902579;11386
2;252;10,4093643086763;7,32471836208757;3715982_IJMPO-34-47-g001;S;3;0,561160496000541;11387
16;2;0;7,89260961641002;3715982_IJMPO-34-47-g001;S;3;0,279429054798879;11390
15;2;0;7,8865193410836;3715982_IJMPO-34-47-g001;S;3;0,279850681076955;11391
42;2;7,53799841638108;7,22966785337745;3715982_IJMPO-34-47-g001;S;3;0,651033588212757;11392
106;2;34,7844950186784;7,79364787725225;3715982_IJMPO-34-47-g001;S;3;0,363909594006858;11393
103;2;43,3701436897231;7,80907035242538;3715982_IJMPO-34-47-g001;S;3;0,340564798945473;11394
105;2;27,1948956589595;7,77092844084754;3715982_IJMPO-34-47-g001;S;3;0,392809387995576;11395
108;2;30,5499482961842;7,78779876660722;3715982_IJMPO-34-47-g001;S;3;0,3785563271498;11396
31;2;4,9463089545298;6,97118608893164;3715982_IJMPO-34-47-g001;S;3;0,753905185954625;11397
2;98;19,3099978855402;7,60470102822335;3715982_IJMPO-34-47-g001;S;3;0,443271359711892;11399
2;47;9,03547268885474;7,26760123603326;3715982_IJMPO-34-47-g001;S;3;0,613862062313561;11401
108;2;21,6486961544368;7,70938747507723;3715982_IJMPO-34-47-g001;S;3;0,423202776765229;11402
87;2;30,8687752954333;7,79016727065871;3715982_IJMPO-34-47-g001;S;4;0,379958620893828;11403
95;2;47,0673151880802;7,81486871903337;3715982_IJMPO-34-47-g001;S;4;0,334210045952131;11404
403;2;2,23181231399651;6,44752561884708;3715982_IJMPO-34-47-g001;S;4;0,876013180016369;11405
54;2;19,0524409410691;7,67919951268176;3715982_IJMPO-34-47-g001;S;4;0,447264170217168;11407
242;2;38,7290816505517;7,79104949686225;3715982_IJMPO-34-47-g001;S;4;0,346539527272919;11409
2;117;15,0186731759993;7,50780216356287;3715982_IJMPO-34-47-g001;S;4;0,489100513872191;11410
120;2;27,9177917334324;7,77282793744668;3715982_IJMPO-34-47-g001;S;4;0,389192684586482;11411
90;2;46,4409516113615;7,81348215992942;3715982_IJMPO-34-47-g001;S;4;0,335487569217069;11412
16;2;95,7801041043501;7,87503313013642;3715982_IJMPO-34-47-g001;S;4;0,292958148805197;11413
140;2;25,6567066572886;7,74677955139949;3715982_IJMPO-34-47-g001;S;4;0,396707775771976;11414
139;2;14,788848619259;7,54335628419815;3715982_IJMPO-34-47-g001;S;4;0,48479704447254;11415
3;49;0,413756841510207;5,46025261245905;3715982_IJMPO-34-47-g001;S;4;0,991997706410254;11416
203;2;25,7452209798722;7,74801842893238;3715982_IJMPO-34-47-g001;S;4;0,393218310255809;11417
203;2;0,668489581035587;5,74098763892296;3715982_IJMPO-34-47-g001;S;4;0,970555126346965;11418
96;2;30,294608277307;7,78948851998586;3715982_IJMPO-34-47-g001;S;4;0,382488045645596;11419
2;15;3,43188334536491;6,69913003269795;3715982_IJMPO-34-47-g001;S;4;0,837161145136102;11420
124;2;51,4368607807452;7,82592112230291;3715982_IJMPO-34-47-g001;S;4;0,324256765362732;11421
70;2;4,39973319593991;6,88501522403535;3715982_IJMPO-34-47-g001;S;4;0,778646797065149;11422
202;2;22,0397803499542;7,71202216425311;3715982_IJMPO-34-47-g001;S;4;0,412823140174438;11424
